Invoice ID,City,Product line,Unit price,Quantity,Date,Payment,Rating,year,month,day_of_week,profit,revenue,profit_margin
394-43-4238,Mandalay,Home and lifestyle,17.77,5,2019-02-15,Credit card,5.4,2019,2,Friday,88.85,87.85,1.0113830392714855
749-24-1565,Yangon,Health and beauty,23.03,9,2019-01-03,Ewallet,7.9,2019,1,Thursday,207.27,206.27,1.0048480147379648
672-51-8681,Naypyitaw,Electronic accessories,66.65,9,2019-01-04,Credit card,9.7,2019,1,Friday,599.85,598.85,1.001669867245554
263-87-5680,Naypyitaw,Home and lifestyle,28.53,10,2019-03-18,Ewallet,7.8,2019,3,Monday,285.3,284.3,1.0035174111853675
573-58-9734,Mandalay,Fashion accessories,30.37,3,2019-03-28,Ewallet,5.1,2019,3,Thursday,91.11,90.11,1.0110975474420154
817-69-8206,Mandalay,Electronic accessories,99.73,9,2019-03-02,Credit card,6.5,2019,3,Saturday,897.57,896.57,1.0011153618791617
888-02-0338,Yangon,Electronic accessories,26.23,9,2019-01-25,Ewallet,5.9,2019,1,Friday,236.07,235.07,1.0042540519845153
677-11-0152,Naypyitaw,Food and beverages,93.26,9,2019-01-16,Cash,8.8,2019,1,Wednesday,839.34,838.34,1.0011928334565927
142-63-6033,Mandalay,Home and lifestyle,92.36,5,2019-03-20,Ewallet,4.9,2019,3,Wednesday,461.8,460.8,1.0021701388888888
656-16-1063,Mandalay,Sports and travel,46.42,3,2019-01-04,Credit card,4.4,2019,1,Friday,139.26,138.26,1.0072327498915088
891-58-8335,Mandalay,Sports and travel,29.61,7,2019-03-11,Cash,6.5,2019,3,Monday,207.26999999999998,206.26999999999998,1.0048480147379648
802-43-8934,Yangon,Home and lifestyle,18.28,1,2019-03-22,Credit card,8.3,2019,3,Friday,18.28,17.28,1.0578703703703705
560-30-5617,Mandalay,Sports and travel,24.77,5,2019-03-24,Cash,8.5,2019,3,Sunday,123.85,122.85,1.008140008140008
319-74-2561,Yangon,Electronic accessories,94.64,3,2019-02-21,Cash,5.5,2019,2,Thursday,283.92,282.92,1.0035345680757812
549-03-9315,Mandalay,Fashion accessories,94.87,8,2019-02-12,Ewallet,8.7,2019,2,Tuesday,758.96,757.96,1.0013193308354003
790-29-1172,Mandalay,Food and beverages,57.34,3,2019-03-10,Credit card,7.9,2019,3,Sunday,172.02,171.02,1.0058472693252252
239-36-3640,Mandalay,Electronic accessories,45.35,6,2019-01-31,Ewallet,6.1,2019,1,Thursday,272.1,271.1,1.0036886757654002
468-01-2051,Mandalay,Food and beverages,62.08,7,2019-03-06,Ewallet,5.4,2019,3,Wednesday,434.56,433.56,1.002306485838177
389-25-3394,Naypyitaw,Electronic accessories,11.81,5,2019-02-17,Cash,9.4,2019,2,Sunday,59.050000000000004,58.050000000000004,1.0172265288544358
279-62-1445,Naypyitaw,Fashion accessories,12.54,1,2019-02-21,Cash,8.2,2019,2,Thursday,12.54,11.54,1.0866551126516464
213-72-6612,Yangon,Food and beverages,43.25,2,2019-03-20,Cash,6.2,2019,3,Wednesday,86.5,85.5,1.0116959064327486
746-68-6593,Naypyitaw,Sports and travel,87.16,2,2019-01-11,Credit card,9.7,2019,1,Friday,174.32,173.32,1.005769674590353
836-82-5858,Mandalay,Health and beauty,69.37,9,2019-01-26,Ewallet,4.0,2019,1,Saturday,624.33,623.33,1.0016042866539394
583-72-1480,Naypyitaw,Electronic accessories,37.06,4,2019-01-31,Ewallet,9.7,2019,1,Thursday,148.24,147.24,1.0067916327085031
466-61-5506,Mandalay,Electronic accessories,90.7,6,2019-02-26,Cash,5.3,2019,2,Tuesday,544.2,543.2,1.001840942562592
721-86-6247,Yangon,Home and lifestyle,63.42,8,2019-03-11,Ewallet,7.4,2019,3,Monday,507.36,506.36,1.0019748795323484
289-65-5721,Mandalay,Fashion accessories,81.37,2,2019-01-26,Cash,6.5,2019,1,Saturday,162.74,161.74,1.0061827624582664
545-46-3100,Mandalay,Electronic accessories,10.59,3,2019-03-12,Credit card,8.7,2019,3,Tuesday,31.77,30.77,1.032499187520312
418-02-5978,Mandalay,Health and beauty,84.09,9,2019-02-11,Cash,8.0,2019,2,Monday,756.8100000000001,755.8100000000001,1.0013230838438232
269-04-5750,Mandalay,Fashion accessories,73.82,4,2019-02-21,Cash,6.7,2019,2,Thursday,295.28,294.28,1.003398124235422
157-13-5295,Yangon,Health and beauty,51.94,10,2019-03-09,Ewallet,6.5,2019,3,Saturday,519.4,518.4,1.001929012345679
645-78-8093,Yangon,Sports and travel,93.14,2,2019-01-20,Ewallet,4.1,2019,1,Sunday,186.28,185.28,1.0053972366148531
211-30-9270,Naypyitaw,Health and beauty,17.41,5,2019-01-28,Credit card,4.9,2019,1,Monday,87.05,86.05,1.011621150493899
755-12-3214,Naypyitaw,Fashion accessories,44.22,5,2019-03-05,Credit card,8.6,2019,3,Tuesday,221.1,220.1,1.004543389368469
346-84-3103,Mandalay,Electronic accessories,13.22,5,2019-03-02,Cash,4.3,2019,3,Saturday,66.10000000000001,65.10000000000001,1.0153609831029187
478-06-7835,Yangon,Fashion accessories,89.69,1,2019-01-11,Ewallet,4.9,2019,1,Friday,89.69,88.69,1.0112752283233735
540-11-4336,Yangon,Food and beverages,24.94,9,2019-01-11,Credit card,5.6,2019,1,Friday,224.46,223.46,1.0044750738387183
448-81-5016,Yangon,Health and beauty,59.77,2,2019-03-11,Credit card,5.8,2019,3,Monday,119.54,118.54,1.0084359709802597
142-72-4741,Naypyitaw,Fashion accessories,93.2,2,2019-02-28,Credit card,6.0,2019,2,Thursday,186.4,185.4,1.0053937432578208
217-58-1179,Yangon,Home and lifestyle,62.65,4,2019-01-05,Cash,4.2,2019,1,Saturday,250.6,249.6,1.0040064102564104
376-02-8238,Mandalay,Home and lifestyle,93.87,8,2019-02-02,Credit card,8.3,2019,2,Saturday,750.96,749.96,1.0013334044482372
530-90-9855,Yangon,Home and lifestyle,47.59,8,2019-01-01,Cash,5.7,2019,1,Tuesday,380.72,379.72,1.0026335194353735
866-05-7563,Mandalay,Electronic accessories,81.4,3,2019-02-09,Cash,4.8,2019,2,Saturday,244.20000000000002,243.20000000000002,1.004111842105263
604-70-6476,Yangon,Fashion accessories,17.94,5,2019-01-23,Ewallet,6.8,2019,1,Wednesday,89.7,88.7,1.0112739571589628
799-71-1548,Yangon,Electronic accessories,77.72,4,2019-01-07,Credit card,8.8,2019,1,Monday,310.88,309.88,1.0032270556344391
785-13-7708,Mandalay,Food and beverages,73.06,7,2019-01-14,Credit card,4.2,2019,1,Monday,511.42,510.42,1.001959170878884
845-51-0542,Mandalay,Food and beverages,46.55,9,2019-02-02,Ewallet,6.4,2019,2,Saturday,418.95,417.95,1.0023926306974518
662-47-5456,Naypyitaw,Fashion accessories,35.19,10,2019-03-17,Credit card,8.4,2019,3,Sunday,351.9,350.9,1.0028498147620404
883-17-4236,Naypyitaw,Sports and travel,14.39,2,2019-03-02,Credit card,7.2,2019,3,Saturday,28.78,27.78,1.0359971202303815
290-68-2984,Yangon,Home and lifestyle,23.75,4,2019-03-16,Cash,5.2,2019,3,Saturday,95.0,94.0,1.0106382978723405
704-11-6354,Yangon,Home and lifestyle,58.9,8,2019-01-06,Cash,8.9,2019,1,Sunday,471.2,470.2,1.0021267545725223
110-48-7033,Mandalay,Fashion accessories,32.62,4,2019-01-29,Cash,9.0,2019,1,Tuesday,130.48,129.48,1.0077232004942849
366-93-0948,Yangon,Electronic accessories,66.35,1,2019-01-31,Credit card,9.7,2019,1,Thursday,66.35,65.35,1.015302218821729
729-09-9681,Yangon,Home and lifestyle,25.91,6,2019-02-05,Ewallet,8.7,2019,2,Tuesday,155.46,154.46,1.0064741680694032
151-16-1484,Yangon,Electronic accessories,32.25,4,2019-02-13,Ewallet,6.5,2019,2,Wednesday,129.0,128.0,1.0078125
380-94-4661,Naypyitaw,Electronic accessories,65.94,4,2019-02-07,Credit card,6.9,2019,2,Thursday,263.76,262.76,1.0038057543005023
850-41-9669,Yangon,Electronic accessories,75.06,9,2019-03-19,Ewallet,6.2,2019,3,Tuesday,675.54,674.54,1.0014824917721707
821-07-3596,Naypyitaw,Fashion accessories,16.45,4,2019-03-07,Ewallet,5.6,2019,3,Thursday,65.8,64.8,1.0154320987654322
655-85-5130,Mandalay,Fashion accessories,38.3,4,2019-03-13,Cash,5.7,2019,3,Wednesday,153.2,152.2,1.0065703022339028
447-15-7839,Yangon,Sports and travel,22.24,10,2019-02-09,Cash,4.2,2019,2,Saturday,222.39999999999998,221.39999999999998,1.004516711833785
154-74-7179,Mandalay,Sports and travel,54.45,1,2019-02-26,Ewallet,7.9,2019,2,Tuesday,54.45,53.45,1.018709073900842
253-12-6086,Yangon,Sports and travel,98.4,7,2019-03-12,Credit card,8.7,2019,3,Tuesday,688.8000000000001,687.8000000000001,1.0014539110206455
808-65-0703,Naypyitaw,Home and lifestyle,35.47,4,2019-03-14,Credit card,6.9,2019,3,Thursday,141.88,140.88,1.0070982396365702
571-94-0759,Mandalay,Food and beverages,74.6,10,2019-01-08,Cash,9.5,2019,1,Tuesday,746.0,745.0,1.0013422818791946
144-51-6085,Yangon,Home and lifestyle,70.74,4,2019-01-05,Credit card,4.4,2019,1,Saturday,282.96,281.96,1.003546602354944
731-14-2199,Yangon,Home and lifestyle,35.54,10,2019-01-04,Ewallet,7.0,2019,1,Friday,355.4,354.4,1.002821670428894
783-09-1637,Mandalay,Sports and travel,67.43,5,2019-03-06,Ewallet,6.3,2019,3,Wednesday,337.15000000000003,336.15000000000003,1.0029748624126134
687-15-1097,Naypyitaw,Health and beauty,21.12,2,2019-01-03,Cash,9.7,2019,1,Thursday,42.24,41.24,1.0242483026188167
126-54-1082,Yangon,Home and lifestyle,21.54,9,2019-01-07,Credit card,8.8,2019,1,Monday,193.85999999999999,192.85999999999999,1.0051851083687648
633-91-1052,Yangon,Home and lifestyle,12.03,2,2019-01-27,Cash,5.1,2019,1,Sunday,24.06,23.06,1.0433651344319168
477-24-6490,Mandalay,Health and beauty,99.71,6,2019-02-26,Ewallet,7.9,2019,2,Tuesday,598.26,597.26,1.0016743126946388
566-19-5475,Mandalay,Fashion accessories,47.97,7,2019-01-07,Cash,6.2,2019,1,Monday,335.78999999999996,334.78999999999996,1.002986947041429
526-86-8552,Naypyitaw,Home and lifestyle,21.82,10,2019-01-07,Cash,7.1,2019,1,Monday,218.2,217.2,1.0046040515653776
376-56-3573,Naypyitaw,Fashion accessories,95.42,4,2019-02-02,Ewallet,6.4,2019,2,Saturday,381.68,380.68,1.0026268782179257
537-72-0426,Naypyitaw,Fashion accessories,70.99,10,2019-03-20,Cash,5.7,2019,3,Wednesday,709.9,708.9,1.0014106361969248
828-61-5674,Yangon,Sports and travel,44.02,10,2019-03-20,Credit card,9.6,2019,3,Wednesday,440.20000000000005,439.20000000000005,1.0022768670309654
136-08-6195,Yangon,Home and lifestyle,69.96,8,2019-02-15,Credit card,6.4,2019,2,Friday,559.68,558.68,1.001789933414477
523-38-0215,Naypyitaw,Home and lifestyle,37.0,1,2019-03-06,Credit card,7.9,2019,3,Wednesday,37.0,36.0,1.0277777777777777
490-29-1201,Yangon,Sports and travel,15.34,1,2019-01-06,Cash,6.5,2019,1,Sunday,15.34,14.34,1.0697350069735008
667-92-0055,Yangon,Health and beauty,99.83,6,2019-03-04,Ewallet,8.5,2019,3,Monday,598.98,597.98,1.0016722967323322
565-17-3836,Yangon,Health and beauty,47.67,4,2019-03-12,Cash,9.1,2019,3,Tuesday,190.68,189.68,1.0052720371151413
498-41-1961,Mandalay,Health and beauty,66.68,5,2019-02-20,Cash,7.6,2019,2,Wednesday,333.40000000000003,332.40000000000003,1.0030084235860408
593-95-4461,Naypyitaw,Home and lifestyle,74.86,1,2019-03-24,Cash,6.9,2019,3,Sunday,74.86,73.86,1.0135391280801516
226-71-3580,Naypyitaw,Sports and travel,23.75,9,2019-01-31,Cash,9.5,2019,1,Thursday,213.75,212.75,1.0047003525264395
283-79-9594,Mandalay,Food and beverages,48.51,7,2019-01-25,Credit card,5.2,2019,1,Friday,339.57,338.57,1.002953598960333
430-60-3493,Yangon,Home and lifestyle,94.88,7,2019-02-03,Cash,4.2,2019,2,Sunday,664.16,663.16,1.0015079317208517
139-20-0155,Mandalay,Electronic accessories,40.3,10,2019-01-24,Credit card,7.0,2019,1,Thursday,403.0,402.0,1.0024875621890548
558-80-4082,Naypyitaw,Electronic accessories,27.85,7,2019-03-14,Ewallet,6.0,2019,3,Thursday,194.95000000000002,193.95000000000002,1.0051559680329982
278-97-7759,Yangon,Electronic accessories,62.48,1,2019-02-18,Cash,4.7,2019,2,Monday,62.48,61.48,1.0162654521795706
316-68-6352,Yangon,Food and beverages,36.36,2,2019-01-21,Cash,7.1,2019,1,Monday,72.72,71.72,1.0139431121026212
585-03-5943,Mandalay,Health and beauty,18.11,10,2019-03-13,Ewallet,5.9,2019,3,Wednesday,181.1,180.1,1.005552470849528
211-05-0490,Naypyitaw,Electronic accessories,51.92,5,2019-03-03,Cash,7.5,2019,3,Sunday,259.6,258.6,1.0038669760247487
727-75-6477,Naypyitaw,Electronic accessories,28.84,4,2019-03-29,Cash,6.4,2019,3,Friday,115.36,114.36,1.0087443161944736
744-02-5987,Yangon,Home and lifestyle,78.38,6,2019-01-10,Ewallet,5.8,2019,1,Thursday,470.28,469.28,1.002130923968633
307-83-9164,Yangon,Home and lifestyle,60.01,4,2019-01-25,Cash,4.5,2019,1,Friday,240.04,239.04,1.0041834002677377
779-06-0012,Naypyitaw,Home and lifestyle,88.61,1,2019-01-19,Cash,7.7,2019,1,Saturday,88.61,87.61,1.0114142221207625
446-47-6729,Naypyitaw,Fashion accessories,99.82,2,2019-01-02,Credit card,6.7,2019,1,Wednesday,199.64,198.64,1.0050342327829238
573-10-3877,Mandalay,Health and beauty,39.01,1,2019-03-12,Credit card,4.7,2019,3,Tuesday,39.01,38.01,1.0263088660878716
735-06-4124,Naypyitaw,Food and beverages,48.61,1,2019-02-25,Cash,4.4,2019,2,Monday,48.61,47.61,1.021003990758244
439-54-7422,Yangon,Electronic accessories,51.19,4,2019-03-18,Credit card,4.7,2019,3,Monday,204.76,203.76,1.0049077345897135
396-90-2219,Mandalay,Electronic accessories,14.96,8,2019-02-23,Cash,8.6,2019,2,Saturday,119.68,118.68,1.0084260195483654
411-77-0180,Yangon,Electronic accessories,72.2,7,2019-03-26,Ewallet,4.3,2019,3,Tuesday,505.40000000000003,504.40000000000003,1.0019825535289453
286-01-5402,Yangon,Sports and travel,40.23,7,2019-03-30,Cash,9.6,2019,3,Saturday,281.60999999999996,280.60999999999996,1.0035636648729553
803-17-8013,Yangon,Home and lifestyle,88.79,8,2019-02-17,Cash,4.1,2019,2,Sunday,710.32,709.32,1.0014098009361079
512-98-1403,Yangon,Electronic accessories,26.48,3,2019-03-21,Ewallet,4.7,2019,3,Thursday,79.44,78.44,1.012748597654258
848-42-2560,Yangon,Fashion accessories,81.91,2,2019-03-05,Cash,7.8,2019,3,Tuesday,163.82,162.82,1.0061417516275641
532-59-7201,Mandalay,Sports and travel,79.93,6,2019-01-31,Cash,5.5,2019,1,Thursday,479.58000000000004,478.58000000000004,1.00208951481466
181-94-6432,Naypyitaw,Fashion accessories,69.33,2,2019-02-05,Ewallet,9.7,2019,2,Tuesday,138.66,137.66,1.0072642742989975
870-76-1733,Yangon,Food and beverages,14.23,5,2019-02-01,Credit card,4.4,2019,2,Friday,71.15,70.15,1.014255167498218
423-64-4619,Yangon,Health and beauty,15.55,9,2019-03-07,Cash,5.0,2019,3,Thursday,139.95000000000002,138.95000000000002,1.007196833393307
227-07-4446,Naypyitaw,Electronic accessories,78.13,10,2019-02-10,Cash,4.4,2019,2,Sunday,781.3,780.3,1.001281558374984
174-36-3675,Naypyitaw,Food and beverages,99.37,2,2019-02-14,Cash,5.2,2019,2,Thursday,198.74,197.74,1.0050571457469404
428-83-5800,Naypyitaw,Food and beverages,21.08,3,2019-02-09,Cash,7.3,2019,2,Saturday,63.239999999999995,62.239999999999995,1.0160668380462725
603-07-0961,Naypyitaw,Electronic accessories,74.79,5,2019-01-10,Cash,4.9,2019,1,Thursday,373.95000000000005,372.95000000000005,1.0026813245743398
704-20-4138,Naypyitaw,Health and beauty,29.67,7,2019-03-11,Credit card,8.1,2019,3,Monday,207.69,206.69,1.0048381634331607
787-15-1757,Naypyitaw,Health and beauty,44.07,4,2019-02-18,Ewallet,8.4,2019,2,Monday,176.28,175.28,1.005705157462346
649-11-3678,Naypyitaw,Food and beverages,22.93,9,2019-02-26,Cash,5.5,2019,2,Tuesday,206.37,205.37,1.0048692603593514
622-20-1945,Naypyitaw,Health and beauty,39.42,1,2019-01-18,Cash,8.4,2019,1,Friday,39.42,38.42,1.026028110359188
372-94-8041,Yangon,Health and beauty,15.26,6,2019-02-15,Ewallet,9.8,2019,2,Friday,91.56,90.56,1.0110424028268552
563-91-7120,Yangon,Fashion accessories,61.77,5,2019-03-08,Cash,6.7,2019,3,Friday,308.85,307.85,1.0032483352281956
746-54-5508,Yangon,Home and lifestyle,21.52,6,2019-01-17,Credit card,9.4,2019,1,Thursday,129.12,128.12,1.0078051826412737
276-54-0879,Mandalay,Sports and travel,97.74,4,2019-03-12,Ewallet,6.4,2019,3,Tuesday,390.96,389.96,1.0025643655759564
815-11-1168,Yangon,Food and beverages,99.78,5,2019-03-09,Cash,5.4,2019,3,Saturday,498.9,497.9,1.002008435428801
719-76-3868,Naypyitaw,Food and beverages,94.26,4,2019-03-12,Cash,8.6,2019,3,Tuesday,377.04,376.04,1.0026592915647272
730-61-8757,Mandalay,Health and beauty,51.13,4,2019-01-25,Credit card,4.0,2019,1,Friday,204.52,203.52,1.0049135220125787
340-66-0321,Yangon,Electronic accessories,36.36,4,2019-03-25,Cash,7.6,2019,3,Monday,145.44,144.44,1.006923289947383
868-81-1752,Mandalay,Home and lifestyle,22.02,9,2019-02-07,Cash,6.8,2019,2,Thursday,198.18,197.18,1.0050715082665584
634-97-8956,Yangon,Food and beverages,32.9,3,2019-02-17,Credit card,9.1,2019,2,Sunday,98.69999999999999,97.69999999999999,1.0102354145342887
566-71-1091,Yangon,Fashion accessories,77.02,5,2019-02-03,Cash,5.5,2019,2,Sunday,385.09999999999997,384.09999999999997,1.0026034886748243
442-48-3607,Yangon,Food and beverages,23.48,2,2019-03-14,Credit card,7.9,2019,3,Thursday,46.96,45.96,1.0217580504786772
835-16-0096,Naypyitaw,Sports and travel,14.7,5,2019-03-24,Ewallet,8.5,2019,3,Sunday,73.5,72.5,1.013793103448276
527-09-6272,Yangon,Electronic accessories,28.45,5,2019-03-21,Credit card,9.1,2019,3,Thursday,142.25,141.25,1.0070796460176992
898-04-2717,Yangon,Fashion accessories,76.4,9,2019-03-19,Ewallet,7.5,2019,3,Tuesday,687.6,686.6,1.0014564520827265
692-27-8933,Mandalay,Sports and travel,57.95,6,2019-02-24,Cash,5.2,2019,2,Sunday,347.70000000000005,346.70000000000005,1.0028843380444188
633-09-3463,Naypyitaw,Electronic accessories,47.65,3,2019-03-28,Credit card,9.5,2019,3,Thursday,142.95,141.95,1.0070447340612891
416-13-5917,Naypyitaw,Food and beverages,97.03,5,2019-01-30,Ewallet,9.3,2019,1,Wednesday,485.15,484.15,1.0020654755757512
150-89-8043,Yangon,Sports and travel,44.65,3,2019-02-14,Cash,6.2,2019,2,Thursday,133.95,132.95,1.0075216246709289
135-84-8019,Yangon,Fashion accessories,77.93,9,2019-02-27,Ewallet,7.6,2019,2,Wednesday,701.3700000000001,700.3700000000001,1.0014278167254451
441-94-7118,Yangon,Electronic accessories,71.95,1,2019-02-04,Cash,7.3,2019,2,Monday,71.95,70.95,1.014094432699084
725-96-3778,Naypyitaw,Home and lifestyle,89.25,8,2019-01-20,Cash,4.7,2019,1,Sunday,714.0,713.0,1.0014025245441796
531-80-1784,Yangon,Electronic accessories,26.02,7,2019-03-28,Cash,5.1,2019,3,Thursday,182.14,181.14,1.0055205918074417
400-45-1220,Mandalay,Health and beauty,13.5,10,2019-02-27,Credit card,4.8,2019,2,Wednesday,135.0,134.0,1.007462686567164
860-79-0874,Naypyitaw,Fashion accessories,99.3,10,2019-02-15,Credit card,6.6,2019,2,Friday,993.0,992.0,1.001008064516129
834-61-8124,Yangon,Electronic accessories,51.69,7,2019-01-26,Cash,5.5,2019,1,Saturday,361.83,360.83,1.0027713881883435
115-99-4379,Mandalay,Fashion accessories,54.73,7,2019-03-14,Credit card,8.5,2019,3,Thursday,383.10999999999996,382.10999999999996,1.0026170474470701
565-67-6697,Mandalay,Home and lifestyle,27.0,9,2019-03-02,Cash,4.8,2019,3,Saturday,243.0,242.0,1.0041322314049588
320-49-6392,Naypyitaw,Electronic accessories,30.24,1,2019-03-04,Cash,8.4,2019,3,Monday,30.24,29.24,1.0341997264021887
889-04-9723,Mandalay,Food and beverages,89.14,4,2019-01-07,Credit card,7.8,2019,1,Monday,356.56,355.56,1.0028124648441894
632-90-0281,Naypyitaw,Fashion accessories,37.55,10,2019-03-08,Credit card,9.3,2019,3,Friday,375.5,374.5,1.0026702269692924
554-42-2417,Naypyitaw,Sports and travel,95.44,10,2019-01-09,Cash,5.2,2019,1,Wednesday,954.4,953.4,1.0010488777008602
453-63-6187,Mandalay,Electronic accessories,27.5,3,2019-03-01,Ewallet,6.5,2019,3,Friday,82.5,81.5,1.0122699386503067
578-80-7669,Mandalay,Sports and travel,74.97,1,2019-03-16,Cash,5.6,2019,3,Saturday,74.97,73.97,1.0135189941868326
612-36-5536,Yangon,Food and beverages,80.96,8,2019-02-17,Credit card,7.4,2019,2,Sunday,647.68,646.68,1.0015463598688688
605-72-4132,Naypyitaw,Food and beverages,94.47,8,2019-02-27,Cash,9.1,2019,2,Wednesday,755.76,754.76,1.0013249244793048
471-41-2823,Naypyitaw,Food and beverages,99.79,2,2019-03-07,Ewallet,8.0,2019,3,Thursday,199.58,198.58,1.0050357538523518
462-67-9126,Yangon,Home and lifestyle,73.22,6,2019-01-21,Cash,7.2,2019,1,Monday,439.32,438.32,1.0022814382186531
272-27-9238,Naypyitaw,Food and beverages,41.24,4,2019-02-19,Cash,7.1,2019,2,Tuesday,164.96,163.96,1.0060990485484265
834-25-9262,Naypyitaw,Fashion accessories,81.68,4,2019-01-06,Cash,9.1,2019,1,Sunday,326.72,325.72,1.0030701215768145
122-61-9553,Naypyitaw,Electronic accessories,51.32,9,2019-03-14,Cash,5.6,2019,3,Thursday,461.88,460.88,1.0021697621940635
468-88-0009,Yangon,Home and lifestyle,65.94,4,2019-03-24,Cash,6.0,2019,3,Sunday,263.76,262.76,1.0038057543005023
613-59-9758,Naypyitaw,Sports and travel,14.36,10,2019-01-27,Cash,5.4,2019,1,Sunday,143.6,142.6,1.0070126227208975
254-31-0042,Yangon,Electronic accessories,21.5,9,2019-03-06,Credit card,7.8,2019,3,Wednesday,193.5,192.5,1.0051948051948052
201-86-2184,Mandalay,Electronic accessories,26.26,7,2019-02-02,Cash,9.9,2019,2,Saturday,183.82000000000002,182.82000000000002,1.0054698610655288
261-12-8671,Mandalay,Fashion accessories,60.96,2,2019-01-25,Credit card,4.9,2019,1,Friday,121.92,120.92,1.0082699305325835
730-70-9830,Naypyitaw,Home and lifestyle,70.11,6,2019-03-14,Ewallet,5.2,2019,3,Thursday,420.65999999999997,419.65999999999997,1.002382881380165
382-25-8917,Naypyitaw,Fashion accessories,42.08,6,2019-01-29,Cash,8.9,2019,1,Tuesday,252.48,251.48,1.0039764593605853
422-29-8786,Yangon,Home and lifestyle,67.09,5,2019-01-03,Credit card,9.1,2019,1,Thursday,335.45000000000005,334.45000000000005,1.0029899835550904
667-23-5919,Yangon,Fashion accessories,96.7,5,2019-01-14,Ewallet,7.0,2019,1,Monday,483.5,482.5,1.0020725388601037
843-01-4703,Mandalay,Home and lifestyle,35.38,9,2019-01-05,Credit card,9.6,2019,1,Saturday,318.42,317.42,1.003150400100813
743-88-1662,Naypyitaw,Sports and travel,95.49,7,2019-02-22,Ewallet,8.7,2019,2,Friday,668.43,667.43,1.0014982844642883
595-86-2894,Naypyitaw,Fashion accessories,96.98,4,2019-02-06,Ewallet,9.4,2019,2,Wednesday,387.92,386.92,1.0025845135945415
182-69-8360,Mandalay,Electronic accessories,23.65,4,2019-01-30,Credit card,4.0,2019,1,Wednesday,94.6,93.6,1.0106837606837606
289-15-7034,Yangon,Sports and travel,82.33,4,2019-01-11,Credit card,7.5,2019,1,Friday,329.32,328.32,1.0030458089668617
462-78-5240,Naypyitaw,Electronic accessories,26.61,2,2019-03-19,Cash,4.2,2019,3,Tuesday,53.22,52.22,1.0191497510532364
868-52-7573,Mandalay,Food and beverages,99.69,5,2019-01-14,Cash,9.9,2019,1,Monday,498.45,497.45,1.002010252286662
153-58-4872,Naypyitaw,Food and beverages,74.89,4,2019-03-01,Ewallet,4.2,2019,3,Friday,299.56,298.56,1.0033494105037513
662-72-2873,Yangon,Food and beverages,40.94,5,2019-01-06,Ewallet,9.9,2019,1,Sunday,204.7,203.7,1.004909180166912
525-88-7307,Mandalay,Sports and travel,75.82,1,2019-01-31,Cash,5.8,2019,1,Thursday,75.82,74.82,1.0133654103180967
689-16-9784,Naypyitaw,Food and beverages,46.77,6,2019-03-11,Cash,6.0,2019,3,Monday,280.62,279.62,1.003576282097132
725-56-0833,Yangon,Health and beauty,32.32,10,2019-02-20,Credit card,10.0,2019,2,Wednesday,323.2,322.2,1.0031036623215395
394-41-0748,Naypyitaw,Fashion accessories,54.07,9,2019-01-27,Ewallet,9.5,2019,1,Sunday,486.63,485.63,1.0020591808578547
596-42-3999,Mandalay,Food and beverages,18.22,7,2019-03-10,Credit card,6.6,2019,3,Sunday,127.53999999999999,126.53999999999999,1.0079026394815869
541-89-9860,Naypyitaw,Fashion accessories,80.48,3,2019-02-15,Cash,8.1,2019,2,Friday,241.44,240.44,1.0041590417567792
173-82-9529,Mandalay,Fashion accessories,37.95,10,2019-01-26,Cash,9.7,2019,1,Saturday,379.5,378.5,1.0026420079260239
563-36-9814,Yangon,Electronic accessories,76.82,1,2019-02-13,Ewallet,7.2,2019,2,Wednesday,76.82,75.82,1.013189132155104
308-47-4913,Yangon,Sports and travel,52.26,10,2019-03-09,Credit card,6.2,2019,3,Saturday,522.6,521.6,1.0019171779141105
885-17-6250,Yangon,Health and beauty,79.74,1,2019-03-06,Ewallet,7.3,2019,3,Wednesday,79.74,78.74,1.0127000254000509
726-27-2396,Yangon,Health and beauty,77.5,5,2019-01-24,Ewallet,4.3,2019,1,Thursday,387.5,386.5,1.0025873221216042
316-01-3952,Yangon,Food and beverages,54.27,5,2019-03-13,Ewallet,4.6,2019,3,Wednesday,271.35,270.35,1.0036989088218975
760-54-1821,Mandalay,Home and lifestyle,13.59,9,2019-03-15,Cash,5.8,2019,3,Friday,122.31,121.31,1.0082433435001237
793-10-3222,Mandalay,Health and beauty,41.06,6,2019-03-05,Credit card,8.3,2019,3,Tuesday,246.36,245.36,1.0040756439517444
346-12-3257,Mandalay,Electronic accessories,19.24,9,2019-03-04,Cash,8.0,2019,3,Monday,173.16,172.16,1.0058085501858736
110-05-6330,Naypyitaw,Food and beverages,39.43,6,2019-03-25,Credit card,9.4,2019,3,Monday,236.57999999999998,235.57999999999998,1.0042448425163426
651-61-0874,Naypyitaw,Home and lifestyle,46.22,4,2019-03-12,Credit card,6.2,2019,3,Tuesday,184.88,183.88,1.0054383293452251
236-86-3015,Naypyitaw,Home and lifestyle,13.98,1,2019-02-04,Ewallet,9.8,2019,2,Monday,13.98,12.98,1.0770416024653313
831-64-0259,Mandalay,Fashion accessories,39.75,5,2019-02-22,Ewallet,9.6,2019,2,Friday,198.75,197.75,1.0050568900126422
